,Age,Gender,Item Purchased,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Shipping Type,Promo Code Used,Previous Purchases,Payment Method
1906,32.0,Female,Sunglasses,25.0342308998229,Nevada,L,Lemon yellow,Spring,Missing,Standard,No,12,Venmo
1907,41.0,Female,Leggings,30.29558102881458,Wisconsin,L,Mauve,Fall,Present,Standard,No,2,Venmo
1908,20.0,Male,Handbag,32.85701599842794,Rhode Island,M,Pale peach,Spring,Missing,Standard,No,3,Venmo
1909,38.0,Female,Pajamas,31.189619649686183,,L,Muted mustard yellow,Winter,Missing,Standard,No,3,Venmo
1910,28.0,Female,Sunglasses,23.077223838333158,Oklahoma,M,White,Spring,Missing,Standard,No,2,Venmo
1911,39.0,Male,Hoodie,22.669877506527587,Ohio,L,Lemon yellow,Fall,Missing,Next Day Air,No,6,Venmo
1912,21.0,Male,Running Shoes,31.463290713644867,Arizona,XL,Lavender,Summer,Missing,Standard,No,13,Venmo
1913,18.0,Female,Sunglasses,29.07095013421624,Rhode Island,L,Burnt orange,Summer,Missing,Express,No,16,Venmo
1914,43.0,Female,Socks,26.80039803041242,Wyoming,M,Ruby Red,Winter,Missing,Standard,No,6,Venmo
1915,24.0,Male,Backpack,40.53452798744955,Montana,M,Terra cotta,Fall,Missing,Standard,No,2,Venmo
1916,,Non-binary,Scarf,27.17102547419228,Delaware,L,Burnt orange,Winter,Missing,Express,No,0,Venmo
1917,49.0,Female,Gloves,21.49155381868143,,S,Aubergine,Winter,Present,Standard,No,1,Venmo
1918,49.0,Female,Socks,26.86559835904922,New Hampshire,S,White,Winter,Present,Standard,No,0,Venmo
1919,33.0,Male,Hoodie,30.918423608908004,Texas,L,Aubergine,Fall,Missing,Standard,No,20,Venmo
1920,44.0,Female,Hoodie,19.62716239425272,,XL,Brown,Winter,Present,Standard,No,0,Venmo
1921,45.0,Male,Pajamas,27.815058277950424,Iowa,S,Burnt orange,Winter,Present,Standard,No,17,Venmo
1922,44.0,Female,Jacket,33.19209569278942,Utah,M,Black,Winter,Present,Standard,No,1,Venmo
1923,46.0,Female,Belt,25.10606983696812,,S,Burnt orange,Fall,Present,Standard,No,8,Venmo
1924,62.0,Female,Dress,36.465911895681465,Missouri,M,Lemon yellow,Summer,Present,Express,No,14,Venmo
1925,21.0,Female,Dress,28.59886335469613,Alabama,L,Lavender,Spring,Missing,Next Day Air,No,20,Venmo
1926,22.0,Male,Backpack,36.203279589948345,Washington,M,Terra cotta,Fall,Missing,Next Day Air,No,0,Venmo
1927,39.0,Female,Socks,28.825567018050148,South Dakota,M,Muted mustard yellow,Fall,Present,Next Day Air,No,11,Venmo
1928,54.0,Female,Boots,31.727876555021677,Kansas,M,Aubergine,Winter,Present,Standard,No,8,Venmo
1929,36.0,Male,Sweater,38.88870895351458,Vermont,L,Mauve,Winter,Missing,Standard,No,12,Venmo
1930,44.0,Male,Shorts,25.466301667225537,Hawaii,L,Baby blue,Summer,Missing,Standard,No,15,Venmo
1931,24.0,Male,Sunglasses,35.282468845793105,Iowa,L,Pale peach,Spring,Missing,Standard,No,2,Venmo
1932,21.0,Male,Scarf,31.3765160481896,Nebraska,L,Ruby Red,Fall,Missing,Express,No,10,Venmo
1933,70.0,Male,Handbag,31.6061454090616,Massachusetts,M,Lavender,Summer,Missing,Standard,No,7,Venmo
1934,26.0,Male,Socks,30.31831710902169,North Dakota,M,Brown,Winter,Missing,Next Day Air,No,2,Venmo
1935,20.0,Male,Sweater,23.70132643890083,Texas,M,Turquoise,Winter,Present,Standard,No,6,Venmo
1936,35.0,Male,Scarf,21.613003729239537,Idaho,S,Aubergine,Winter,Present,Standard,No,0,Venmo
1937,30.0,Male,Sunglasses,36.08517916671669,Wyoming,L,Lemon yellow,Summer,Missing,Standard,No,0,Venmo
1938,,Male,Running Shoes,27.67472701365351,Mississippi,M,Fuchsia,Summer,Missing,Standard,No,7,Venmo
1939,41.0,Female,Dress,34.09565855057418,Georgia,L,Baby blue,Spring,Missing,Standard,No,0,Venmo
1940,,Female,Dress,36.75747996097047,New Jersey,M,Periwinkle,Summer,Missing,Express,No,10,Venmo
1941,31.0,Male,Sunglasses,24.88001648282933,Alabama,M,Baby blue,Spring,Missing,Express,No,8,Venmo
1942,21.0,Male,Shorts,23.98252373473659,Wisconsin,M,White,Spring,Present,Standard,No,0,Venmo
1943,37.0,Male,Backpack,39.5049028641339,Montana,L,Mauve,Fall,Present,Standard,No,6,Venmo
1944,40.0,Female,Leggings,29.82589919205436,,M,Burnt orange,Winter,Missing,Standard,No,8,Venmo
1945,21.0,Female,Leggings,29.65491635123171,New Hampshire,M,Ruby Red,Winter,Missing,Standard,No,3,Venmo
1946,30.0,Non-binary,Boots,32.723473188776104,California,S,Ruby Red,Fall,Missing,Next Day Air,No,4,Venmo
1947,19.0,Female,Dress,27.233235583702623,South Carolina,M,Turquoise,Summer,Missing,Standard,No,0,Venmo
1948,49.0,Female,Dress,34.873423293497495,Wisconsin,L,Lavender,Spring,Missing,Standard,No,0,Venmo
1949,39.0,Male,Jacket,27.869018405124805,Illinois,M,Ruby Red,Winter,Missing,Standard,No,4,Venmo
1950,28.0,Female,Sweater,22.102259332288856,California,M,Terra cotta,Winter,Missing,Next Day Air,No,19,Venmo
1951,40.0,Non-binary,Hoodie,33.26572866065825,California,L,Brick red,Fall,Present,Standard,No,13,Venmo
1952,29.0,Male,Gloves,32.013354214864606,Michigan,L,Brown,Fall,Missing,Standard,No,20,Venmo
1953,,Male,Sunglasses,25.197023450235967,Michigan,L,Turquoise,Spring,Present,Next Day Air,No,2,Venmo
1954,32.0,Female,Pajamas,24.051581731059727,Texas,M,Aubergine,Fall,Present,Standard,No,2,Venmo
1955,52.0,Female,Backpack,40.03840383036237,,M,Mauve,Fall,Missing,Standard,No,8,Venmo
1956,46.0,Male,Sunglasses,31.96362541913163,Alabama,L,Muted mustard yellow,Fall,Missing,Standard,No,8,Venmo
1957,33.0,Male,Scarf,28.359935887930277,Massachusetts,M,Burnt orange,Winter,Present,Standard,No,5,Venmo
1958,34.0,Male,Leggings,34.497081269984484,Kansas,M,Mauve,Winter,Present,Standard,No,6,Venmo
1959,19.0,Female,Gloves,31.21166816626123,Pennsylvania,M,Brown,Fall,Present,Standard,No,9,Venmo
1960,,Male,Hoodie,40.200751409347816,Indiana,L,Terra cotta,Winter,Missing,Standard,No,5,Venmo
1961,22.0,Male,Hoodie,21.425468942306757,Vermont,M,Aubergine,Fall,Present,Standard,No,16,Venmo
1962,33.0,Female,Sunglasses,43.449950420106006,Nevada,S,Turquoise,Spring,Missing,Next Day Air,No,4,Venmo
1963,30.0,Male,Leggings,32.40475357035139,,S,Burnt orange,Winter,Present,Standard,No,0,Venmo
1964,42.0,Female,Sunglasses,25.78906034587345,Michigan,L,Terra cotta,Summer,Present,Standard,No,6,Venmo
1965,22.0,Female,Dress,39.60923946685799,Kansas,M,Brown,Fall,Missing,Express,No,0,Venmo
1966,46.0,Male,Gloves,33.30426897950906,Alabama,L,Ruby Red,Winter,Missing,Standard,No,0,Venmo
1967,27.0,Male,Dress,37.45425459250789,,L,Periwinkle,Summer,Present,Standard,No,0,Venmo
1968,29.0,Male,Socks,25.346514533451213,Utah,L,Muted mustard yellow,Winter,Present,Standard,No,9,Venmo
1969,48.0,Male,Socks,31.358758795023125,Oregon,M,Muted mustard yellow,Winter,Present,Standard,No,19,Venmo
1970,23.0,Male,Shorts,26.22081838425255,New Jersey,S,White,Fall,Missing,Standard,No,0,Venmo
1971,42.0,Male,Socks,22.2063458257335,North Carolina,L,Brick red,Winter,Present,Standard,No,11,Venmo
1972,27.0,Male,Hoodie,29.207766049874756,North Carolina,S,Terra cotta,Winter,Present,Standard,No,15,Venmo
1973,42.0,Female,Handbag,29.5972094612484,Arkansas,M,Brown,Fall,Present,Standard,No,2,Venmo
1974,42.0,Male,Handbag,32.61650823693226,Wisconsin,M,Lemon yellow,Spring,Present,Standard,No,6,Venmo
1975,,Male,Scarf,31.444340124579558,Nebraska,M,Aubergine,Winter,Present,Standard,No,10,Venmo
1976,26.0,Female,Gloves,26.920378723318077,Illinois,M,Lemon yellow,Winter,Present,Standard,No,5,Venmo
1977,46.0,Male,T-shirt,29.24161425812208,Kentucky,M,Turquoise,Spring,Present,Standard,No,5,Venmo
1978,30.0,Female,Scarf,44.81857385612653,Massachusetts,L,Black,Winter,Missing,Standard,No,3,Venmo
1979,20.0,Female,Pajamas,28.37990467542276,Alabama,S,Brown,Winter,Present,Express,No,0,Venmo
1980,38.0,Non-binary,Backpack,46.09237367590381,Pennsylvania,L,Brick red,Fall,Missing,Standard,No,2,Venmo
1981,62.0,Male,Leggings,29.681272160662378,Arizona,M,Brick red,Fall,Present,Standard,No,10,Venmo
1982,26.0,Female,T-shirt,25.12459075042212,Nevada,S,Lavender,Summer,Present,Standard,No,18,Venmo
1983,40.0,Male,Shorts,28.477357056709817,,XL,Baby blue,Summer,Missing,Standard,No,9,Venmo
1984,37.0,Male,Leggings,44.670055886392994,Virginia,M,Ruby Red,Winter,Missing,Standard,No,7,Venmo
1985,35.0,Male,Dress,18.533334476742493,Kansas,M,Baby blue,Summer,Missing,Next Day Air,No,12,Venmo
1986,40.0,Female,Boots,42.37048998502509,,L,Aubergine,Winter,Present,Standard,No,20,Venmo
1987,20.0,Female,Socks,23.44579585938133,Indiana,M,Mauve,Fall,Missing,Express,No,3,Venmo
1988,27.0,Female,Gloves,22.84298037384469,Washington,L,Mauve,Winter,Missing,Standard,No,0,Venmo
1989,33.0,Female,Socks,31.373340857600564,Connecticut,M,Burnt orange,Winter,Missing,Standard,No,0,Venmo
1990,26.0,Male,Shorts,42.33856190212792,Tennessee,M,Turquoise,Summer,Missing,Standard,No,13,Venmo
1991,32.0,Male,Belt,44.69983531492777,Texas,M,Black,Fall,Present,Standard,No,7,Venmo
1992,34.0,Female,T-shirt,25.41704100415538,Pennsylvania,S,Black,Summer,Present,Express,No,20,Venmo
1993,,Male,Sweater,27.93753438912092,Alabama,M,Burnt orange,Winter,Present,Standard,No,17,Venmo
1994,36.0,Female,Leggings,30.594555287324877,Alabama,L,Muted mustard yellow,Winter,Missing,Express,No,2,Venmo
1995,31.0,Female,Backpack,33.756969954897244,Nebraska,L,Brick red,Winter,Missing,Express,No,16,Venmo
1996,44.0,Male,Pajamas,32.08691540984762,Mississippi,L,Ruby Red,Winter,Missing,Standard,No,4,Venmo
1997,29.0,Male,Sweater,32.23117008579803,North Dakota,XL,Ruby Red,Fall,Present,Standard,No,2,Venmo
1998,37.0,Male,Sunglasses,19.388099676437477,Wyoming,S,Black,Fall,Missing,Standard,No,2,Venmo
1999,36.0,Female,Backpack,23.21730264342204,Virginia,L,Burnt orange,Fall,Missing,Express,No,8,Venmo
2000,,Male,Sunglasses,33.252537375290935,Ohio,L,Black,Fall,Present,Standard,No,16,Venmo
2001,30.0,Female,Jacket,30.83977930135119,Mississippi,L,White,Fall,Missing,Standard,No,20,Venmo
2002,59.0,Female,Socks,29.493986045753537,North Carolina,M,Terra cotta,Fall,Missing,Standard,No,20,Venmo
2003,,Male,Pajamas,48.134223639360414,South Dakota,S,Aubergine,Fall,Missing,Standard,No,20,Venmo
2004,33.0,Male,Backpack,24.018916614121043,Idaho,M,Brick red,Winter,Missing,Standard,No,5,Venmo
2005,50.0,Male,Dress,37.21382089459561,Arkansas,L,White,Summer,Present,Express,No,4,Venmo
2006,45.0,Male,Scarf,36.90070340418713,Florida,L,Brown,Winter,Missing,Standard,No,8,Venmo
2007,43.0,Female,Jacket,26.174810236175126,Nevada,M,Muted mustard yellow,Fall,Missing,Next Day Air,No,5,Venmo
2008,21.0,Male,Handbag,14.209640061577332,North Carolina,M,Turquoise,Spring,Missing,Standard,No,1,Venmo
2009,39.0,Male,Running Shoes,23.47281896497681,Kentucky,L,Fuchsia,Spring,Missing,Standard,No,5,Venmo
2010,,Female,Running Shoes,29.48866597363292,Alaska,M,Pale peach,Summer,Missing,Standard,No,2,Venmo
2011,47.0,Female,T-shirt,25.28158520534891,Connecticut,XL,White,Spring,Present,Standard,No,20,Venmo
2012,30.0,Male,Handbag,30.642678708048333,Washington,M,Baby blue,Spring,Missing,Standard,No,1,Venmo
2013,42.0,Female,Boots,18.80924735659105,Oklahoma,M,Terra cotta,Winter,Present,Express,No,1,Venmo
2014,37.0,Female,Sunglasses,22.01958404548473,Indiana,M,Muted mustard yellow,Fall,Present,Standard,No,6,Venmo
2015,49.0,Female,Sunglasses,30.61439450115587,Kentucky,M,Pale peach,Summer,Present,Standard,No,0,Venmo
2016,24.0,Male,Sunglasses,23.456916663799557,Vermont,L,Turquoise,Summer,Present,Standard,No,1,Venmo
2017,,Female,Pajamas,22.12848283327857,Massachusetts,M,Mauve,Winter,Missing,Next Day Air,No,0,Venmo
2018,,Male,Scarf,30.469811701477724,,M,Brown,Fall,Present,Next Day Air,No,0,Venmo
2019,19.0,Male,Handbag,27.44903976162844,Vermont,L,Pale peach,Summer,Missing,Standard,No,0,Venmo
2020,37.0,Female,Boots,33.0940687237819,Illinois,L,Burnt orange,Winter,Missing,Standard,No,3,Venmo
2021,19.0,Female,Running Shoes,36.78630388148461,Colorado,L,Turquoise,Summer,Missing,Standard,No,9,Venmo
2022,34.0,Male,Boots,36.58967711982704,Rhode Island,M,Burnt orange,Fall,Missing,Express,No,0,Venmo
2023,,Female,Sweater,29.707545886696757,Oregon,M,Pale peach,Fall,Missing,Standard,No,13,Venmo
2024,31.0,Female,Gloves,35.42337474669705,Louisiana,XL,Lavender,Winter,Missing,Express,No,5,Venmo
2025,28.0,Female,Dress,36.22966168905113,Delaware,S,Periwinkle,Summer,Present,Standard,No,4,Venmo
2026,57.0,Male,Backpack,38.95905140464112,Maryland,XL,Burnt orange,Winter,Present,Standard,No,0,Venmo
2027,60.0,Male,Boots,30.7121659076058,Missouri,S,Aubergine,Winter,Present,Standard,No,3,Venmo
2028,20.0,Male,Sweater,40.2425326493958,Nevada,S,Terra cotta,Winter,Missing,Express,No,6,Venmo
2029,47.0,Male,Jeans,33.547361917579714,South Dakota,L,Mauve,Fall,Present,Standard,No,5,Venmo
2030,33.0,Male,Gloves,30.000353868396815,Minnesota,M,Aubergine,Fall,Present,Standard,No,18,Venmo
2031,20.0,Female,Leggings,28.367408447435967,,XL,Aubergine,Winter,Missing,Express,No,12,Venmo
2032,30.0,Male,Backpack,42.73999925613366,New York,S,Mauve,Fall,Present,Standard,No,4,Venmo
2033,75.0,Female,Boots,36.014259865897515,,L,Ruby Red,Winter,Missing,Standard,No,3,Venmo
2034,25.0,Non-binary,Jacket,24.99847972000527,South Carolina,M,Burnt orange,Winter,Missing,Standard,No,7,Venmo
2035,44.0,Non-binary,Leggings,37.09751360023788,Delaware,M,Black,Winter,Present,Standard,No,5,Venmo
2036,47.0,Female,Jacket,17.637735892039906,Kansas,M,Black,Winter,Missing,Standard,No,16,Venmo
2037,41.0,Female,Shorts,25.769126541176284,,M,Baby blue,Spring,Present,Standard,No,0,Venmo
2038,37.0,Male,Scarf,23.890885004342053,New Mexico,M,Muted mustard yellow,Winter,Missing,Express,No,20,Venmo
2039,45.0,Male,Socks,31.805129645337512,Washington,M,Lemon yellow,Winter,Present,Standard,No,9,Venmo
2040,38.0,Male,Sweater,34.994810725008314,Vermont,S,Terra cotta,Fall,Missing,Standard,No,1,Venmo
2041,21.0,Male,Sweater,38.92499560662711,Michigan,L,Black,Fall,Missing,Standard,No,9,Venmo
2042,,Female,Backpack,37.38693797244294,Louisiana,M,Burnt orange,Winter,Missing,Standard,No,7,Venmo
2043,64.0,Female,Sunglasses,19.421477870717737,Montana,M,Fuchsia,Summer,Present,Standard,No,2,Venmo
2044,33.0,Female,Jeans,30.36588852672716,New Hampshire,L,Ruby Red,Fall,Missing,Standard,No,2,Venmo
2045,24.0,Female,Jacket,31.972245260526982,Kansas,XL,Burnt orange,Winter,Present,Express,No,2,Venmo
2046,,Male,Socks,19.41448581062763,Colorado,XL,Burnt orange,Winter,Missing,Standard,No,3,Venmo
2047,,Female,Pajamas,14.066480608115173,,L,Burnt orange,Winter,Missing,Standard,No,1,Venmo
2048,,Female,Gloves,32.44665331796796,New Jersey,M,Muted mustard yellow,Fall,Missing,Standard,No,8,Venmo
2049,26.0,Female,Dress,27.15004240254761,South Carolina,XL,Lemon yellow,Spring,Missing,Standard,No,3,Venmo
2050,35.0,Male,Running Shoes,45.39730414202947,New Hampshire,L,White,Spring,Present,Standard,No,12,Venmo
2051,26.0,Male,Leggings,24.84131559705997,California,S,Mauve,Winter,Missing,Express,No,7,Venmo
2052,25.0,Female,Backpack,18.22027272468535,Virginia,M,Brown,Winter,Missing,Next Day Air,No,1,Venmo
2053,30.0,Male,Leggings,23.240574475041296,Connecticut,M,Ruby Red,Winter,Present,Standard,No,0,Venmo
2054,36.0,Female,Handbag,43.68171017486098,Ohio,S,Lemon yellow,Summer,Missing,Standard,No,2,Venmo
2055,44.0,Male,Handbag,37.10252938730494,New Mexico,L,Baby blue,Spring,Missing,Express,No,2,Venmo
2056,18.0,Female,T-shirt,27.26286571043831,Mississippi,L,Lavender,Summer,Missing,Express,No,2,Venmo
2057,,Male,Gloves,31.919893375171014,Georgia,L,Aubergine,Winter,Present,Standard,No,0,Venmo
2058,50.0,Male,Dress,24.027351016576997,Pennsylvania,L,Brick red,Fall,Missing,Next Day Air,No,14,Venmo
2059,35.0,Female,Running Shoes,24.650979421980445,Washington,L,Lavender,Summer,Present,Standard,No,17,Venmo
2060,25.0,Female,Boots,24.302808731196595,Arkansas,M,Lavender,Fall,Present,Standard,No,12,Venmo
2061,33.0,Male,Hoodie,29.91666281127853,Maryland,L,Brown,Fall,Missing,Express,No,3,Venmo
2062,48.0,Female,Scarf,40.511885865637765,Oregon,L,Burnt orange,Winter,Missing,Standard,No,5,Venmo
2063,32.0,Female,Shorts,40.716054288186726,Tennessee,L,Turquoise,Summer,Present,Standard,No,3,Venmo
2064,43.0,Male,Backpack,32.69867036536348,Louisiana,M,Lemon yellow,Winter,Missing,Standard,No,2,Venmo
2065,38.0,Male,Gloves,32.96202712805777,Oklahoma,L,Black,Winter,Missing,Standard,No,6,Venmo
2066,26.0,Male,Backpack,12.310799060968163,Mississippi,XL,Ruby Red,Fall,Present,Standard,No,7,Venmo
2067,35.0,Male,Sunglasses,24.69780348968589,Virginia,XL,White,Summer,Missing,Express,No,4,Venmo
2068,23.0,Male,Sweater,37.07525243958786,,M,Ruby Red,Fall,Missing,Next Day Air,No,8,Venmo
2069,35.0,Female,Belt,30.24759970014664,,L,Muted mustard yellow,Fall,Missing,Standard,No,0,Venmo
2070,,Female,Sunglasses,11.39252044716962,Vermont,S,Lavender,Summer,Present,Standard,No,7,Venmo
2071,22.0,Female,Socks,35.47166128572735,South Carolina,S,Muted mustard yellow,Fall,Present,Standard,No,7,Venmo
2072,25.0,Male,Running Shoes,43.58297728310852,,M,Baby blue,Summer,Present,Standard,No,4,Venmo
2073,39.0,Female,T-shirt,20.70061184249132,,L,Fuchsia,Spring,Missing,Standard,No,9,Venmo
2074,56.0,Male,Jacket,27.667429809220263,New Mexico,S,Aubergine,Fall,Missing,Standard,No,8,Venmo
2075,41.0,Male,Socks,30.070279306864897,,S,Brick red,Fall,Present,Standard,No,0,Venmo
2076,27.0,Male,Running Shoes,28.75824029099283,Delaware,M,Baby blue,Summer,Present,Standard,No,3,Venmo
2077,32.0,Female,Jacket,25.347784190354773,Wisconsin,M,Black,Fall,Missing,Standard,No,0,Venmo
2078,23.0,Female,Pajamas,19.44742294602758,Maryland,M,Brick red,Winter,Missing,Standard,No,0,Venmo
2079,22.0,Female,Pajamas,32.76848344875889,California,M,Terra cotta,Winter,Missing,Express,No,8,Venmo
2080,23.0,Female,Running Shoes,35.51044362131438,Nebraska,M,Baby blue,Spring,Present,Standard,No,11,Venmo
2081,24.0,Female,Leggings,26.2388846605714,Nevada,XL,Brown,Winter,Missing,Standard,No,0,Venmo
2082,33.0,Female,Boots,32.29384084276334,Kentucky,S,Black,Winter,Missing,Standard,No,0,Venmo
2083,35.0,Male,Dress,23.626145144703138,Alabama,S,Fuchsia,Summer,Missing,Standard,No,20,Venmo
2084,19.0,Female,Scarf,15.312847752834593,South Dakota,L,Baby blue,Fall,Present,Standard,No,16,Venmo
2085,45.0,Male,Gloves,23.51042723195332,Alabama,M,Ruby Red,Fall,Present,Standard,No,3,Venmo
2086,,Female,Shorts,24.89541034911716,,L,White,Summer,Present,Standard,No,9,Venmo
2087,28.0,Female,Hoodie,31.925783871580457,Vermont,M,Brown,Fall,Missing,Standard,No,3,Venmo
2088,41.0,Male,Sweater,26.206920135253803,Maine,S,Mauve,Winter,Missing,Standard,No,4,Venmo
2089,26.0,Female,Running Shoes,24.89777310378407,New Jersey,L,Baby blue,Spring,Missing,Standard,No,20,Venmo
2090,40.0,Female,Sweater,30.589192156356283,Kansas,L,Muted mustard yellow,Winter,Missing,Standard,No,0,Venmo
2091,,Female,Sweater,35.754629653452675,Idaho,L,Terra cotta,Fall,Missing,Next Day Air,No,20,Venmo
2092,26.0,Male,Backpack,34.989019321493345,Alaska,L,Ruby Red,Fall,Present,Express,No,1,Venmo
2093,28.0,Female,Hoodie,24.71135109127648,New York,M,Brown,Winter,Missing,Standard,No,1,Venmo
2094,43.0,Female,Sunglasses,27.52160285560357,Louisiana,M,Black,Fall,Missing,Express,No,1,Venmo
2095,21.0,Male,Sweater,19.374447422055923,South Dakota,L,Muted mustard yellow,Winter,Present,Standard,No,1,Venmo
2096,,Female,T-shirt,30.521505569669912,Idaho,S,Fuchsia,Summer,Missing,Standard,No,2,Venmo
2097,19.0,Female,Running Shoes,23.80861327239903,Minnesota,M,Fuchsia,Summer,Missing,Standard,No,3,Venmo
2098,32.0,Female,Sunglasses,22.390004142934856,Illinois,M,Periwinkle,Spring,Missing,Express,No,1,Venmo
2099,25.0,Female,Pajamas,32.33056491933571,Kentucky,L,Mauve,Fall,Present,Express,No,0,Venmo
2100,27.0,Female,Socks,23.775014772968348,New Hampshire,M,Terra cotta,Winter,Present,Standard,No,6,Venmo
2101,27.0,Female,Handbag,24.53974321493541,Idaho,S,Lavender,Summer,Present,Standard,No,3,Venmo
2102,35.0,Female,T-shirt,24.49700306379192,Connecticut,L,Black,Summer,Missing,Standard,No,2,Venmo
2103,22.0,Female,Running Shoes,34.20502793895861,,L,Lemon yellow,Spring,Missing,Standard,No,3,Venmo
2104,61.0,Male,Gloves,16.386188516152384,Maryland,S,Turquoise,Winter,Missing,Standard,No,7,Venmo
2105,53.0,Male,Backpack,38.75169758206065,Montana,S,Aubergine,Winter,Present,Standard,No,1,Venmo
2106,,Male,Shorts,27.04746770635945,New Jersey,XL,Pale peach,Summer,Missing,Next Day Air,No,1,Venmo
2107,63.0,Male,Leggings,17.84249686732426,Alaska,L,Terra cotta,Fall,Missing,Standard,No,2,Venmo
2108,33.0,Male,Sweater,28.86480537755441,New Hampshire,S,Terra cotta,Winter,Missing,Express,No,1,Venmo
2109,37.0,Female,Pajamas,31.67790674006008,Massachusetts,M,Brick red,Winter,Missing,Standard,No,1,Venmo
2110,,Male,Socks,24.17949278699007,Florida,M,Lemon yellow,Winter,Present,Standard,No,7,Venmo
2111,24.0,Female,Running Shoes,43.68604986092474,Nebraska,XL,Fuchsia,Spring,Present,Standard,No,0,Venmo
2112,40.0,Female,Hoodie,22.52508639953555,Maine,XL,Ruby Red,Winter,Present,Standard,No,11,Venmo
2113,32.0,Male,Sweater,25.555509992555887,South Carolina,S,Burnt orange,Fall,Missing,Standard,No,5,Venmo
2114,43.0,Female,Running Shoes,25.263517635773383,California,L,Aubergine,Fall,Present,Standard,No,13,Venmo
2115,25.0,Female,T-shirt,29.13175316991216,Idaho,M,Ruby Red,Summer,Missing,Express,No,4,Venmo
2116,49.0,Male,Dress,36.74045974033194,Ohio,M,Brown,Fall,Missing,Next Day Air,No,5,Venmo
2117,,Male,Hoodie,22.464395763568945,Kentucky,M,Muted mustard yellow,Fall,Missing,Next Day Air,No,1,Venmo
2118,48.0,Female,Running Shoes,32.25946357895351,,L,White,Summer,Present,Next Day Air,No,0,Venmo
2119,42.0,Female,Dress,25.273959197032674,,L,Lemon yellow,Summer,Present,Standard,No,7,Venmo
2120,29.0,Female,Boots,29.196763873248425,,XL,Muted mustard yellow,Winter,Missing,Standard,No,3,Venmo
2121,48.0,Male,Dress,33.19245446499433,New Hampshire,M,Fuchsia,Spring,Missing,Standard,No,1,Venmo
2122,37.0,Male,Sweater,27.034823732114376,,M,Brown,Winter,Present,Standard,No,11,Venmo
2123,,Female,Running Shoes,35.699540928104184,Iowa,S,Brown,Fall,Missing,Standard,No,3,Venmo
2124,46.0,Female,Jacket,37.01193062531332,Idaho,M,Brick red,Winter,Present,Standard,No,11,Venmo
2125,34.0,Female,Sweater,33.93036491205539,Colorado,M,Brick red,Winter,Missing,Standard,No,0,Venmo
2126,38.0,Male,Hoodie,24.71384975017019,Florida,M,Brown,Winter,Present,Standard,No,0,Venmo
2127,39.0,Female,Shorts,25.52299433792875,Kentucky,S,Lavender,Summer,Missing,Standard,No,0,Venmo
2128,25.0,Female,Sunglasses,26.06432964861734,,M,Ruby Red,Fall,Present,Standard,No,17,Venmo
2129,18.0,Female,Handbag,29.232397887749723,Georgia,M,White,Spring,Missing,Next Day Air,No,8,Venmo
2130,46.0,Female,Hoodie,33.57232780733859,West Virginia,L,Ruby Red,Fall,Missing,Standard,No,9,Venmo
2131,40.0,Female,Shorts,41.49677646268135,Rhode Island,XL,Periwinkle,Summer,Missing,Standard,No,1,Venmo
2132,52.0,Female,Pajamas,27.017372664594973,Mississippi,M,Brick red,Winter,Present,Standard,No,10,Venmo
2133,,Female,Socks,27.24607410393986,Oklahoma,M,Ruby Red,Fall,Present,Standard,No,3,Venmo
2134,46.0,Male,Gloves,31.93472484550083,Texas,L,Terra cotta,Winter,Missing,Express,No,4,Venmo
2135,36.0,Male,Handbag,40.81957097506197,,L,Fuchsia,Spring,Present,Next Day Air,No,2,Venmo
2136,36.0,Female,Jeans,24.9887949659526,Oregon,M,Black,Fall,Missing,Express,No,0,Venmo
2137,28.0,Female,Running Shoes,26.792832283395505,Delaware,XL,Burnt orange,Spring,Present,Express,No,9,Venmo
2138,45.0,Female,Shorts,32.65188292096101,Maine,XL,Fuchsia,Summer,Missing,Express,No,5,Venmo
2139,33.0,Male,Scarf,29.88847474873554,California,S,Burnt orange,Fall,Missing,Next Day Air,No,0,Venmo
2140,43.0,Female,Leggings,24.60475484337234,North Carolina,M,Burnt orange,Winter,Present,Next Day Air,No,16,Venmo
2141,33.0,Male,Hoodie,31.97919527399,Pennsylvania,M,Terra cotta,Winter,Missing,Standard,No,20,Venmo
2142,20.0,Male,Running Shoes,35.7616845312139,Michigan,M,Turquoise,Spring,Missing,Express,No,20,Venmo
2143,48.0,Female,Sweater,34.463771347053175,,M,Mauve,Fall,Missing,Next Day Air,No,12,Venmo
2144,35.0,Female,Sweater,24.04579650980579,North Dakota,M,Muted mustard yellow,Winter,Missing,Standard,No,9,Venmo
2145,25.0,Female,Shorts,31.5050725860489,New Jersey,L,Brick red,Fall,Missing,Standard,No,0,Venmo
2146,,Female,Shorts,43.21902221379163,South Dakota,M,Burnt orange,Summer,Missing,Standard,No,4,Venmo
2147,38.0,Female,Socks,27.18509989391797,Oklahoma,M,White,Winter,Present,Standard,No,5,Venmo
2148,41.0,Male,Handbag,37.68510919623673,Oregon,M,Periwinkle,Summer,Missing,Standard,No,3,Venmo
2149,41.0,Male,Running Shoes,33.31937621212984,Montana,M,Pale peach,Summer,Missing,Standard,No,11,Venmo
2150,19.0,Female,Sunglasses,40.159263006160856,Hawaii,M,Pale peach,Summer,Missing,Standard,No,0,Venmo
