Age,Gender,Item Purchased,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Shipping Type,Promo Code Used,Previous Purchases,Payment Method
55.0,Female,Leggings,31.555540332403,Kansas,M,Terra cotta,Winter,Missing,Standard,No,1,PayPal
49.0,Male,Running Shoes,27.26287978604518,Missouri,M,Black,Fall,Missing,Next Day Air,No,6,PayPal
23.0,Female,Handbag,28.887186989696996,Minnesota,XL,Muted mustard yellow,Summer,Missing,Standard,No,1,PayPal
47.0,Male,Handbag,23.101539499536987,Ohio,M,Brown,Fall,Present,Standard,No,1,PayPal
33.0,Female,Running Shoes,40.74531747962445,Wisconsin,S,Baby blue,Spring,Present,Standard,No,1,PayPal
28.0,Male,Handbag,33.17585464180383,Texas,M,Pale peach,Summer,Missing,Standard,No,9,PayPal
47.0,Female,Shorts,29.230281069951367,Texas,M,Brick red,Spring,Missing,Next Day Air,No,8,PayPal
28.0,Female,Pajamas,30.807373249745883,Pennsylvania,L,Mauve,Winter,Missing,Standard,No,2,PayPal
53.0,Male,Pajamas,31.59064167356136,Ohio,L,Black,Winter,Present,Standard,No,9,PayPal
38.0,Female,Shorts,27.230492807227364,South Dakota,S,Periwinkle,Summer,Present,Standard,No,12,PayPal
42.0,Male,Dress,35.98214729522333,Arkansas,M,Mauve,Fall,Missing,Express,No,1,PayPal
56.0,Male,Shorts,36.50903917845525,Wisconsin,M,Fuchsia,Spring,Present,Standard,No,9,PayPal
34.0,Female,Sunglasses,34.39475160124479,Wyoming,L,Turquoise,Summer,Missing,Standard,No,6,PayPal
58.0,Female,Running Shoes,35.360346083009205,Delaware,XL,Turquoise,Spring,Present,Standard,No,20,PayPal
21.0,Male,Boots,21.71614310989665,Alaska,XL,Black,Fall,Missing,Express,No,2,PayPal
40.0,Female,Shorts,20.718501321500277,New York,S,Lemon yellow,Summer,Present,Next Day Air,No,20,PayPal
25.0,Male,Gloves,27.992331122146865,New Mexico,XL,Brown,Winter,Present,Standard,No,3,PayPal
22.0,Female,Dress,31.90558614051637,Illinois,S,Periwinkle,Spring,Missing,Standard,No,0,PayPal
25.0,Male,Sweater,28.103930056772327,Idaho,S,Brown,Winter,Missing,Standard,No,1,PayPal
53.0,Male,Sunglasses,29.861686864269057,South Carolina,XL,Lemon yellow,Summer,Missing,Next Day Air,No,1,PayPal
23.0,Female,Handbag,33.41524543150392,Connecticut,M,Periwinkle,Spring,Missing,Next Day Air,No,11,PayPal
28.0,Female,Shorts,31.645763389087808,Tennessee,M,Brick red,Fall,Missing,Standard,No,3,PayPal
41.0,Female,Backpack,28.177503847502187,North Carolina,S,Muted mustard yellow,Winter,Missing,Standard,No,1,PayPal
47.0,Male,Hoodie,32.07482465656233,Colorado,XL,Black,Winter,Missing,Express,No,11,PayPal
32.0,Male,Scarf,30.75944661584193,Delaware,M,Muted mustard yellow,Winter,Missing,Standard,No,8,PayPal
28.0,Female,T-shirt,31.7115465400862,Maryland,M,Burnt orange,Fall,Missing,Express,No,20,PayPal
18.0,Male,Jacket,29.164320595623707,Nevada,M,Terra cotta,Winter,Missing,Standard,No,0,PayPal
42.0,Male,Boots,35.30210133962201,Idaho,L,Muted mustard yellow,Fall,Missing,Standard,No,3,PayPal
40.0,Male,Socks,29.365229792919223,Delaware,L,Mauve,Winter,Missing,Standard,No,7,PayPal
38.0,Female,Jacket,29.412372413500307,Missouri,M,Burnt orange,Winter,Missing,Standard,No,4,PayPal
18.0,Male,Dress,36.15216582352559,Pennsylvania,M,Fuchsia,Summer,Present,Standard,No,2,PayPal
22.0,Female,Boots,17.239908743931384,South Dakota,M,Muted mustard yellow,Fall,Missing,Standard,No,20,PayPal
61.0,Male,Jacket,24.072637255769784,Wyoming,XL,Pale peach,Winter,Missing,Next Day Air,No,5,PayPal
45.0,Female,Sweater,27.41504951884521,Oklahoma,L,Mauve,Winter,Present,Standard,No,1,PayPal
29.0,Female,Socks,33.36968908435561,Georgia,M,Muted mustard yellow,Fall,Present,Next Day Air,No,8,PayPal
20.0,Female,Running Shoes,24.485656210623304,Louisiana,M,Lavender,Spring,Missing,Standard,No,4,PayPal
42.0,Female,Leggings,28.718692931478635,Michigan,L,Periwinkle,Fall,Missing,Standard,No,0,PayPal
31.0,Female,Gloves,31.13296253413429,Kentucky,M,Aubergine,Winter,Missing,Standard,No,10,PayPal
27.0,Male,Leggings,20.98979673833701,Kansas,L,Ruby Red,Winter,Present,Standard,No,2,PayPal
25.0,Male,Sweater,27.99289788239318,Montana,L,Burnt orange,Fall,Missing,Standard,No,20,PayPal
32.0,Female,Running Shoes,34.709509573786164,Florida,S,Lavender,Summer,Present,Standard,No,11,PayPal
39.0,Male,T-shirt,31.160979305720325,Rhode Island,L,Mauve,Spring,Missing,Standard,No,1,PayPal
19.0,Male,Running Shoes,29.65040109792827,Texas,L,Baby blue,Spring,Present,Standard,No,3,PayPal
39.0,Male,Socks,37.43212759080008,Texas,M,Burnt orange,Winter,Missing,Standard,No,0,PayPal
22.0,Male,Pajamas,31.79921282362894,Ohio,S,Turquoise,Winter,Present,Standard,No,9,PayPal
36.0,Female,Scarf,27.45841695816059,Arkansas,M,Black,Winter,Missing,Standard,No,5,PayPal
56.0,Female,Hoodie,33.249603108610714,Kentucky,M,Brown,Winter,Missing,Standard,No,13,PayPal
59.0,Male,Gloves,32.000363786417296,Mississippi,XL,Terra cotta,Winter,Missing,Standard,No,0,PayPal
26.0,Female,Scarf,35.36830628127678,North Carolina,L,Aubergine,Winter,Missing,Standard,No,0,PayPal
60.0,Female,Backpack,32.27150389626827,New Hampshire,L,Mauve,Winter,Missing,Standard,No,1,PayPal
20.0,Female,T-shirt,31.34678524562436,Ohio,M,Lemon yellow,Spring,Present,Standard,No,1,PayPal
42.0,Female,Scarf,19.862229954876064,New Mexico,M,Terra cotta,Fall,Missing,Standard,No,4,PayPal
41.0,Male,Dress,31.59645571653637,Kansas,L,Lavender,Spring,Missing,Standard,No,0,PayPal
32.0,Female,Shorts,35.94781255380525,Alaska,L,Lemon yellow,Spring,Present,Next Day Air,No,12,PayPal
35.0,Female,Shorts,36.61120516740874,Kansas,M,White,Summer,Present,Express,No,2,PayPal
42.0,Female,Sweater,35.13415848656222,New York,L,Brick red,Winter,Missing,Standard,No,0,PayPal
29.0,Male,Shorts,25.227779275474838,Alabama,M,Fuchsia,Spring,Present,Next Day Air,No,7,PayPal
28.0,Male,Pajamas,19.37123181225124,Alabama,L,Aubergine,Winter,Missing,Standard,No,1,PayPal
49.0,Female,Sunglasses,35.041779248997315,Delaware,M,Periwinkle,Summer,Missing,Standard,No,0,PayPal
59.0,Female,Boots,23.931595685861044,Rhode Island,M,Ruby Red,Winter,Missing,Standard,No,4,PayPal
27.0,Male,Backpack,34.595718055597224,Tennessee,M,Ruby Red,Winter,Present,Standard,No,3,PayPal
26.0,Male,Leggings,33.51364239455411,California,L,Ruby Red,Fall,Missing,Express,No,0,PayPal
38.0,Female,T-shirt,32.777565368885874,South Carolina,L,Lemon yellow,Spring,Present,Next Day Air,No,0,PayPal
22.0,Male,Backpack,30.592985013608743,Washington,S,Black,Fall,Missing,Standard,No,0,PayPal
38.0,Male,T-shirt,35.62259611027866,Montana,XL,Pale peach,Summer,Present,Standard,No,5,PayPal
24.0,Male,Socks,31.171198870785453,Colorado,M,Terra cotta,Winter,Missing,Standard,No,6,PayPal
59.0,Male,Handbag,36.96449421858262,Mississippi,XL,White,Summer,Present,Standard,No,3,PayPal
27.0,Female,Hoodie,31.042104929213835,Oregon,M,Brick red,Fall,Missing,Next Day Air,No,0,PayPal
62.0,Female,Shorts,23.48376674411164,Tennessee,M,Lavender,Summer,Present,Standard,No,1,PayPal
52.0,Female,Sunglasses,34.76904793106827,North Dakota,M,Lavender,Summer,Missing,Standard,No,17,PayPal
36.0,Male,Leggings,27.173597086177026,Vermont,M,Aubergine,Fall,Missing,Standard,No,19,PayPal
32.0,Female,Sweater,35.885538696217175,California,M,Black,Fall,Missing,Standard,No,6,PayPal
59.0,Female,Sunglasses,28.84692804526428,Arkansas,M,Pale peach,Summer,Missing,Standard,No,0,PayPal
18.0,Male,Leggings,31.54030682005417,Texas,L,Terra cotta,Winter,Missing,Standard,No,6,PayPal
38.0,Female,Socks,22.65322635552522,Kentucky,M,Mauve,Winter,Present,Standard,No,10,PayPal
57.0,Female,Sunglasses,31.66151116098736,Arizona,XL,Black,Spring,Missing,Express,No,2,Venmo
22.0,Female,T-shirt,30.7423159923662,Oklahoma,M,Lemon yellow,Spring,Present,Standard,No,9,Venmo
38.0,Non-binary,Dress,29.20261748693247,Iowa,S,White,Summer,Missing,Standard,No,1,Venmo
18.0,Male,Shorts,31.62898426108918,Minnesota,M,Turquoise,Summer,Missing,Standard,No,14,Venmo
28.0,Female,T-shirt,28.560294105559016,Mississippi,S,Lemon yellow,Summer,Present,Next Day Air,No,7,Venmo
27.0,Female,Socks,24.79612455794628,Vermont,L,Black,Winter,Present,Next Day Air,No,0,Venmo
42.0,Male,Boots,26.788732571959425,Connecticut,M,Mauve,Winter,Missing,Standard,No,0,Venmo
31.0,Female,Sunglasses,32.49511664629546,Illinois,XL,White,Summer,Missing,Standard,No,1,Venmo
31.0,Female,T-shirt,25.88931647989917,Minnesota,S,Lemon yellow,Summer,Missing,Standard,No,2,Venmo
45.0,Female,Gloves,31.049776369154085,South Dakota,M,Mauve,Fall,Present,Standard,No,7,Venmo
44.0,Male,Sunglasses,25.724330616398696,Utah,S,Muted mustard yellow,Fall,Present,Standard,No,2,Venmo
20.0,Female,Pajamas,31.299776635361063,Louisiana,M,Muted mustard yellow,Fall,Present,Standard,No,12,Venmo
23.0,Female,Running Shoes,14.75626922826848,Illinois,S,Brown,Fall,Present,Next Day Air,No,19,Venmo
32.0,Female,Sunglasses,25.0342308998229,Nevada,L,Lemon yellow,Spring,Missing,Standard,No,12,Venmo
41.0,Female,Leggings,30.29558102881458,Wisconsin,L,Mauve,Fall,Present,Standard,No,2,Venmo
20.0,Male,Handbag,32.85701599842794,Rhode Island,M,Pale peach,Spring,Missing,Standard,No,3,Venmo
28.0,Female,Sunglasses,23.077223838333158,Oklahoma,M,White,Spring,Missing,Standard,No,2,Venmo
39.0,Male,Hoodie,22.669877506527587,Ohio,L,Lemon yellow,Fall,Missing,Next Day Air,No,6,Venmo
21.0,Male,Running Shoes,31.463290713644867,Arizona,XL,Lavender,Summer,Missing,Standard,No,13,Venmo
18.0,Female,Sunglasses,29.07095013421624,Rhode Island,L,Burnt orange,Summer,Missing,Express,No,16,Venmo
43.0,Female,Socks,26.80039803041242,Wyoming,M,Ruby Red,Winter,Missing,Standard,No,6,Venmo
24.0,Male,Backpack,40.53452798744955,Montana,M,Terra cotta,Fall,Missing,Standard,No,2,Venmo
49.0,Female,Socks,26.86559835904922,New Hampshire,S,White,Winter,Present,Standard,No,0,Venmo
33.0,Male,Hoodie,30.918423608908004,Texas,L,Aubergine,Fall,Missing,Standard,No,20,Venmo
45.0,Male,Pajamas,27.815058277950424,Iowa,S,Burnt orange,Winter,Present,Standard,No,17,Venmo
44.0,Female,Jacket,33.19209569278942,Utah,M,Black,Winter,Present,Standard,No,1,Venmo
62.0,Female,Dress,36.465911895681465,Missouri,M,Lemon yellow,Summer,Present,Express,No,14,Venmo
21.0,Female,Dress,28.59886335469613,Alabama,L,Lavender,Spring,Missing,Next Day Air,No,20,Venmo
22.0,Male,Backpack,36.203279589948345,Washington,M,Terra cotta,Fall,Missing,Next Day Air,No,0,Venmo
39.0,Female,Socks,28.825567018050148,South Dakota,M,Muted mustard yellow,Fall,Present,Next Day Air,No,11,Venmo
54.0,Female,Boots,31.727876555021677,Kansas,M,Aubergine,Winter,Present,Standard,No,8,Venmo
36.0,Male,Sweater,38.88870895351458,Vermont,L,Mauve,Winter,Missing,Standard,No,12,Venmo
44.0,Male,Shorts,25.466301667225537,Hawaii,L,Baby blue,Summer,Missing,Standard,No,15,Venmo
24.0,Male,Sunglasses,35.282468845793105,Iowa,L,Pale peach,Spring,Missing,Standard,No,2,Venmo
21.0,Male,Scarf,31.3765160481896,Nebraska,L,Ruby Red,Fall,Missing,Express,No,10,Venmo
70.0,Male,Handbag,31.6061454090616,Massachusetts,M,Lavender,Summer,Missing,Standard,No,7,Venmo
26.0,Male,Socks,30.31831710902169,North Dakota,M,Brown,Winter,Missing,Next Day Air,No,2,Venmo
20.0,Male,Sweater,23.70132643890083,Texas,M,Turquoise,Winter,Present,Standard,No,6,Venmo
35.0,Male,Scarf,21.613003729239537,Idaho,S,Aubergine,Winter,Present,Standard,No,0,Venmo
30.0,Male,Sunglasses,36.08517916671669,Wyoming,L,Lemon yellow,Summer,Missing,Standard,No,0,Venmo
41.0,Female,Dress,34.09565855057418,Georgia,L,Baby blue,Spring,Missing,Standard,No,0,Venmo
31.0,Male,Sunglasses,24.88001648282933,Alabama,M,Baby blue,Spring,Missing,Express,No,8,Venmo
21.0,Male,Shorts,23.98252373473659,Wisconsin,M,White,Spring,Present,Standard,No,0,Venmo
37.0,Male,Backpack,39.5049028641339,Montana,L,Mauve,Fall,Present,Standard,No,6,Venmo
21.0,Female,Leggings,29.65491635123171,New Hampshire,M,Ruby Red,Winter,Missing,Standard,No,3,Venmo
30.0,Non-binary,Boots,32.723473188776104,California,S,Ruby Red,Fall,Missing,Next Day Air,No,4,Venmo
19.0,Female,Dress,27.233235583702623,South Carolina,M,Turquoise,Summer,Missing,Standard,No,0,Venmo
49.0,Female,Dress,34.873423293497495,Wisconsin,L,Lavender,Spring,Missing,Standard,No,0,Venmo
39.0,Male,Jacket,27.869018405124805,Illinois,M,Ruby Red,Winter,Missing,Standard,No,4,Venmo
28.0,Female,Sweater,22.102259332288856,California,M,Terra cotta,Winter,Missing,Next Day Air,No,19,Venmo
40.0,Non-binary,Hoodie,33.26572866065825,California,L,Brick red,Fall,Present,Standard,No,13,Venmo
29.0,Male,Gloves,32.013354214864606,Michigan,L,Brown,Fall,Missing,Standard,No,20,Venmo
32.0,Female,Pajamas,24.051581731059727,Texas,M,Aubergine,Fall,Present,Standard,No,2,Venmo
46.0,Male,Sunglasses,31.96362541913163,Alabama,L,Muted mustard yellow,Fall,Missing,Standard,No,8,Venmo
33.0,Male,Scarf,28.359935887930277,Massachusetts,M,Burnt orange,Winter,Present,Standard,No,5,Venmo
34.0,Male,Leggings,34.497081269984484,Kansas,M,Mauve,Winter,Present,Standard,No,6,Venmo
19.0,Female,Gloves,31.21166816626123,Pennsylvania,M,Brown,Fall,Present,Standard,No,9,Venmo
22.0,Male,Hoodie,21.425468942306757,Vermont,M,Aubergine,Fall,Present,Standard,No,16,Venmo
33.0,Female,Sunglasses,43.449950420106006,Nevada,S,Turquoise,Spring,Missing,Next Day Air,No,4,Venmo
42.0,Female,Sunglasses,25.78906034587345,Michigan,L,Terra cotta,Summer,Present,Standard,No,6,Venmo
22.0,Female,Dress,39.60923946685799,Kansas,M,Brown,Fall,Missing,Express,No,0,Venmo
46.0,Male,Gloves,33.30426897950906,Alabama,L,Ruby Red,Winter,Missing,Standard,No,0,Venmo
29.0,Male,Socks,25.346514533451213,Utah,L,Muted mustard yellow,Winter,Present,Standard,No,9,Venmo
48.0,Male,Socks,31.358758795023125,Oregon,M,Muted mustard yellow,Winter,Present,Standard,No,19,Venmo
23.0,Male,Shorts,26.22081838425255,New Jersey,S,White,Fall,Missing,Standard,No,0,Venmo
42.0,Male,Socks,22.2063458257335,North Carolina,L,Brick red,Winter,Present,Standard,No,11,Venmo
27.0,Male,Hoodie,29.207766049874756,North Carolina,S,Terra cotta,Winter,Present,Standard,No,15,Venmo
42.0,Female,Handbag,29.5972094612484,Arkansas,M,Brown,Fall,Present,Standard,No,2,Venmo
42.0,Male,Handbag,32.61650823693226,Wisconsin,M,Lemon yellow,Spring,Present,Standard,No,6,Venmo
26.0,Female,Gloves,26.920378723318077,Illinois,M,Lemon yellow,Winter,Present,Standard,No,5,Venmo
46.0,Male,T-shirt,29.24161425812208,Kentucky,M,Turquoise,Spring,Present,Standard,No,5,Venmo
30.0,Female,Scarf,44.81857385612653,Massachusetts,L,Black,Winter,Missing,Standard,No,3,Venmo
20.0,Female,Pajamas,28.37990467542276,Alabama,S,Brown,Winter,Present,Express,No,0,Venmo
38.0,Non-binary,Backpack,46.09237367590381,Pennsylvania,L,Brick red,Fall,Missing,Standard,No,2,Venmo
62.0,Male,Leggings,29.681272160662378,Arizona,M,Brick red,Fall,Present,Standard,No,10,Venmo
26.0,Female,T-shirt,25.12459075042212,Nevada,S,Lavender,Summer,Present,Standard,No,18,Venmo
37.0,Male,Leggings,44.670055886392994,Virginia,M,Ruby Red,Winter,Missing,Standard,No,7,Venmo
35.0,Male,Dress,18.533334476742493,Kansas,M,Baby blue,Summer,Missing,Next Day Air,No,12,Venmo
20.0,Female,Socks,23.44579585938133,Indiana,M,Mauve,Fall,Missing,Express,No,3,Venmo
27.0,Female,Gloves,22.84298037384469,Washington,L,Mauve,Winter,Missing,Standard,No,0,Venmo
33.0,Female,Socks,31.373340857600564,Connecticut,M,Burnt orange,Winter,Missing,Standard,No,0,Venmo
26.0,Male,Shorts,42.33856190212792,Tennessee,M,Turquoise,Summer,Missing,Standard,No,13,Venmo
32.0,Male,Belt,44.69983531492777,Texas,M,Black,Fall,Present,Standard,No,7,Venmo
34.0,Female,T-shirt,25.41704100415538,Pennsylvania,S,Black,Summer,Present,Express,No,20,Venmo
36.0,Female,Leggings,30.594555287324877,Alabama,L,Muted mustard yellow,Winter,Missing,Express,No,2,Venmo
31.0,Female,Backpack,33.756969954897244,Nebraska,L,Brick red,Winter,Missing,Express,No,16,Venmo
44.0,Male,Pajamas,32.08691540984762,Mississippi,L,Ruby Red,Winter,Missing,Standard,No,4,Venmo
29.0,Male,Sweater,32.23117008579803,North Dakota,XL,Ruby Red,Fall,Present,Standard,No,2,Venmo
37.0,Male,Sunglasses,19.388099676437477,Wyoming,S,Black,Fall,Missing,Standard,No,2,Venmo
36.0,Female,Backpack,23.21730264342204,Virginia,L,Burnt orange,Fall,Missing,Express,No,8,Venmo
30.0,Female,Jacket,30.83977930135119,Mississippi,L,White,Fall,Missing,Standard,No,20,Venmo
59.0,Female,Socks,29.493986045753537,North Carolina,M,Terra cotta,Fall,Missing,Standard,No,20,Venmo
33.0,Male,Backpack,24.018916614121043,Idaho,M,Brick red,Winter,Missing,Standard,No,5,Venmo
50.0,Male,Dress,37.21382089459561,Arkansas,L,White,Summer,Present,Express,No,4,Venmo
45.0,Male,Scarf,36.90070340418713,Florida,L,Brown,Winter,Missing,Standard,No,8,Venmo
43.0,Female,Jacket,26.174810236175126,Nevada,M,Muted mustard yellow,Fall,Missing,Next Day Air,No,5,Venmo
21.0,Male,Handbag,14.209640061577332,North Carolina,M,Turquoise,Spring,Missing,Standard,No,1,Venmo
39.0,Male,Running Shoes,23.47281896497681,Kentucky,L,Fuchsia,Spring,Missing,Standard,No,5,Venmo
47.0,Female,T-shirt,25.28158520534891,Connecticut,XL,White,Spring,Present,Standard,No,20,Venmo
30.0,Male,Handbag,30.642678708048333,Washington,M,Baby blue,Spring,Missing,Standard,No,1,Venmo
42.0,Female,Boots,18.80924735659105,Oklahoma,M,Terra cotta,Winter,Present,Express,No,1,Venmo
37.0,Female,Sunglasses,22.01958404548473,Indiana,M,Muted mustard yellow,Fall,Present,Standard,No,6,Venmo
49.0,Female,Sunglasses,30.61439450115587,Kentucky,M,Pale peach,Summer,Present,Standard,No,0,Venmo
24.0,Male,Sunglasses,23.456916663799557,Vermont,L,Turquoise,Summer,Present,Standard,No,1,Venmo
19.0,Male,Handbag,27.44903976162844,Vermont,L,Pale peach,Summer,Missing,Standard,No,0,Venmo
37.0,Female,Boots,33.0940687237819,Illinois,L,Burnt orange,Winter,Missing,Standard,No,3,Venmo
19.0,Female,Running Shoes,36.78630388148461,Colorado,L,Turquoise,Summer,Missing,Standard,No,9,Venmo
34.0,Male,Boots,36.58967711982704,Rhode Island,M,Burnt orange,Fall,Missing,Express,No,0,Venmo
31.0,Female,Gloves,35.42337474669705,Louisiana,XL,Lavender,Winter,Missing,Express,No,5,Venmo
28.0,Female,Dress,36.22966168905113,Delaware,S,Periwinkle,Summer,Present,Standard,No,4,Venmo
57.0,Male,Backpack,38.95905140464112,Maryland,XL,Burnt orange,Winter,Present,Standard,No,0,Venmo
60.0,Male,Boots,30.7121659076058,Missouri,S,Aubergine,Winter,Present,Standard,No,3,Venmo
20.0,Male,Sweater,40.2425326493958,Nevada,S,Terra cotta,Winter,Missing,Express,No,6,Venmo
47.0,Male,Jeans,33.547361917579714,South Dakota,L,Mauve,Fall,Present,Standard,No,5,Venmo
33.0,Male,Gloves,30.000353868396815,Minnesota,M,Aubergine,Fall,Present,Standard,No,18,Venmo
30.0,Male,Backpack,42.73999925613366,New York,S,Mauve,Fall,Present,Standard,No,4,Venmo
25.0,Non-binary,Jacket,24.99847972000527,South Carolina,M,Burnt orange,Winter,Missing,Standard,No,7,Venmo
44.0,Non-binary,Leggings,37.09751360023788,Delaware,M,Black,Winter,Present,Standard,No,5,Venmo
47.0,Female,Jacket,17.637735892039906,Kansas,M,Black,Winter,Missing,Standard,No,16,Venmo
37.0,Male,Scarf,23.890885004342053,New Mexico,M,Muted mustard yellow,Winter,Missing,Express,No,20,Venmo
45.0,Male,Socks,31.805129645337512,Washington,M,Lemon yellow,Winter,Present,Standard,No,9,Venmo
38.0,Male,Sweater,34.994810725008314,Vermont,S,Terra cotta,Fall,Missing,Standard,No,1,Venmo
21.0,Male,Sweater,38.92499560662711,Michigan,L,Black,Fall,Missing,Standard,No,9,Venmo
64.0,Female,Sunglasses,19.421477870717737,Montana,M,Fuchsia,Summer,Present,Standard,No,2,Venmo
33.0,Female,Jeans,30.36588852672716,New Hampshire,L,Ruby Red,Fall,Missing,Standard,No,2,Venmo
24.0,Female,Jacket,31.972245260526982,Kansas,XL,Burnt orange,Winter,Present,Express,No,2,Venmo
26.0,Female,Dress,27.15004240254761,South Carolina,XL,Lemon yellow,Spring,Missing,Standard,No,3,Venmo
35.0,Male,Running Shoes,45.39730414202947,New Hampshire,L,White,Spring,Present,Standard,No,12,Venmo
26.0,Male,Leggings,24.84131559705997,California,S,Mauve,Winter,Missing,Express,No,7,Venmo
25.0,Female,Backpack,18.22027272468535,Virginia,M,Brown,Winter,Missing,Next Day Air,No,1,Venmo
30.0,Male,Leggings,23.240574475041296,Connecticut,M,Ruby Red,Winter,Present,Standard,No,0,Venmo
36.0,Female,Handbag,43.68171017486098,Ohio,S,Lemon yellow,Summer,Missing,Standard,No,2,Venmo
44.0,Male,Handbag,37.10252938730494,New Mexico,L,Baby blue,Spring,Missing,Express,No,2,Venmo
18.0,Female,T-shirt,27.26286571043831,Mississippi,L,Lavender,Summer,Missing,Express,No,2,Venmo
50.0,Male,Dress,24.027351016576997,Pennsylvania,L,Brick red,Fall,Missing,Next Day Air,No,14,Venmo
35.0,Female,Running Shoes,24.650979421980445,Washington,L,Lavender,Summer,Present,Standard,No,17,Venmo
25.0,Female,Boots,24.302808731196595,Arkansas,M,Lavender,Fall,Present,Standard,No,12,Venmo
33.0,Male,Hoodie,29.91666281127853,Maryland,L,Brown,Fall,Missing,Express,No,3,Venmo
48.0,Female,Scarf,40.511885865637765,Oregon,L,Burnt orange,Winter,Missing,Standard,No,5,Venmo
32.0,Female,Shorts,40.716054288186726,Tennessee,L,Turquoise,Summer,Present,Standard,No,3,Venmo
43.0,Male,Backpack,32.69867036536348,Louisiana,M,Lemon yellow,Winter,Missing,Standard,No,2,Venmo
38.0,Male,Gloves,32.96202712805777,Oklahoma,L,Black,Winter,Missing,Standard,No,6,Venmo
26.0,Male,Backpack,12.310799060968163,Mississippi,XL,Ruby Red,Fall,Present,Standard,No,7,Venmo
35.0,Male,Sunglasses,24.69780348968589,Virginia,XL,White,Summer,Missing,Express,No,4,Venmo
22.0,Female,Socks,35.47166128572735,South Carolina,S,Muted mustard yellow,Fall,Present,Standard,No,7,Venmo
56.0,Male,Jacket,27.667429809220263,New Mexico,S,Aubergine,Fall,Missing,Standard,No,8,Venmo
27.0,Male,Running Shoes,28.75824029099283,Delaware,M,Baby blue,Summer,Present,Standard,No,3,Venmo
32.0,Female,Jacket,25.347784190354773,Wisconsin,M,Black,Fall,Missing,Standard,No,0,Venmo
23.0,Female,Pajamas,19.44742294602758,Maryland,M,Brick red,Winter,Missing,Standard,No,0,Venmo
22.0,Female,Pajamas,32.76848344875889,California,M,Terra cotta,Winter,Missing,Express,No,8,Venmo
23.0,Female,Running Shoes,35.51044362131438,Nebraska,M,Baby blue,Spring,Present,Standard,No,11,Venmo
24.0,Female,Leggings,26.2388846605714,Nevada,XL,Brown,Winter,Missing,Standard,No,0,Venmo
33.0,Female,Boots,32.29384084276334,Kentucky,S,Black,Winter,Missing,Standard,No,0,Venmo
35.0,Male,Dress,23.626145144703138,Alabama,S,Fuchsia,Summer,Missing,Standard,No,20,Venmo
19.0,Female,Scarf,15.312847752834593,South Dakota,L,Baby blue,Fall,Present,Standard,No,16,Venmo
45.0,Male,Gloves,23.51042723195332,Alabama,M,Ruby Red,Fall,Present,Standard,No,3,Venmo
28.0,Female,Hoodie,31.925783871580457,Vermont,M,Brown,Fall,Missing,Standard,No,3,Venmo
41.0,Male,Sweater,26.206920135253803,Maine,S,Mauve,Winter,Missing,Standard,No,4,Venmo
26.0,Female,Running Shoes,24.89777310378407,New Jersey,L,Baby blue,Spring,Missing,Standard,No,20,Venmo
40.0,Female,Sweater,30.589192156356283,Kansas,L,Muted mustard yellow,Winter,Missing,Standard,No,0,Venmo
26.0,Male,Backpack,34.989019321493345,Alaska,L,Ruby Red,Fall,Present,Express,No,1,Venmo
28.0,Female,Hoodie,24.71135109127648,New York,M,Brown,Winter,Missing,Standard,No,1,Venmo
43.0,Female,Sunglasses,27.52160285560357,Louisiana,M,Black,Fall,Missing,Express,No,1,Venmo
21.0,Male,Sweater,19.374447422055923,South Dakota,L,Muted mustard yellow,Winter,Present,Standard,No,1,Venmo
19.0,Female,Running Shoes,23.80861327239903,Minnesota,M,Fuchsia,Summer,Missing,Standard,No,3,Venmo
32.0,Female,Sunglasses,22.390004142934856,Illinois,M,Periwinkle,Spring,Missing,Express,No,1,Venmo
25.0,Female,Pajamas,32.33056491933571,Kentucky,L,Mauve,Fall,Present,Express,No,0,Venmo
27.0,Female,Socks,23.775014772968348,New Hampshire,M,Terra cotta,Winter,Present,Standard,No,6,Venmo
27.0,Female,Handbag,24.53974321493541,Idaho,S,Lavender,Summer,Present,Standard,No,3,Venmo
35.0,Female,T-shirt,24.49700306379192,Connecticut,L,Black,Summer,Missing,Standard,No,2,Venmo
61.0,Male,Gloves,16.386188516152384,Maryland,S,Turquoise,Winter,Missing,Standard,No,7,Venmo
53.0,Male,Backpack,38.75169758206065,Montana,S,Aubergine,Winter,Present,Standard,No,1,Venmo
63.0,Male,Leggings,17.84249686732426,Alaska,L,Terra cotta,Fall,Missing,Standard,No,2,Venmo
33.0,Male,Sweater,28.86480537755441,New Hampshire,S,Terra cotta,Winter,Missing,Express,No,1,Venmo
37.0,Female,Pajamas,31.67790674006008,Massachusetts,M,Brick red,Winter,Missing,Standard,No,1,Venmo
24.0,Female,Running Shoes,43.68604986092474,Nebraska,XL,Fuchsia,Spring,Present,Standard,No,0,Venmo
40.0,Female,Hoodie,22.52508639953555,Maine,XL,Ruby Red,Winter,Present,Standard,No,11,Venmo
32.0,Male,Sweater,25.555509992555887,South Carolina,S,Burnt orange,Fall,Missing,Standard,No,5,Venmo
43.0,Female,Running Shoes,25.263517635773383,California,L,Aubergine,Fall,Present,Standard,No,13,Venmo
25.0,Female,T-shirt,29.13175316991216,Idaho,M,Ruby Red,Summer,Missing,Express,No,4,Venmo
